,Name,Actual_price,Selling_price,Overall_rating,No_of_ratings_and_reviews,Reviews,Discount,One_star,Two_star,Three_star,Four_star,Five_star,Postive,Negative,Neutral
67,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fq4021TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹66,180","₹50,990",4.2,635 Ratings & 69 Reviews,",Excellent,Terrific purchase,Classy product,Flipkart Special.,Nice product,Terrific,Mind-blowing purchase,Terrific,Awesome,Moderate",22% off,345,171,52,15.0,52,8,0,3
68,"ASUS Zenbook 14 ScreenPad Touch Panel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) UX435EG-AI501TS Thin and Light Laptop  (14 inch, Pine Grey, 1.29 kg, With MS Office)","₹1,10,990","₹69,990",4.3,36 Ratings & 4 Reviews,",Brilliant,Terrific,Fabulous Product,Terrific purchase",36% off,23,9,0,1.0,3,4,0,1
69,"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light Laptop  (14.96 Inch, Platinum Silver, 1.8 Kgs, With MS Office)","₹56,966","₹44,590",4.5,56 Ratings & 8 Reviews,",Good choice,Expected a better product,Perfect product!,Terrific,Must buy!,Great product,Pretty good,Worth every penny",21% off,37,15,2,1.0,1,7,0,2
70,"DELL Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3510 Thin and Light Laptop  (15.6 inch, Titan Gray, 1.8 kg, With MS Office)","₹55,442","₹40,990",4.1,601 Ratings & 75 Reviews,",Good choice,Just wow!,Value-for-money,Pretty good,Excellent,Fabulous!,Highly recommended,Best in the market!,Perfect product!,Could be way better",26% off,333,149,42,13.0,64,9,0,2
71,"HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 14-EC1003AU Thin and Light Laptop  (14 Inch, Natural Silver, 1.41 Kg, With MS Office)","₹64,347","₹52,990",4.3,9 Ratings & 3 Reviews,",Worth the money,Simply awesome,Super!",17% off,5,2,2,0.0,0,3,0,1
72,"DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) INSPIRON 5410 2 in 1 Laptop  (14 inch, Platinum Silver, 1.5 Kg, With MS Office)","₹1,09,353","₹83,590",4.7,3 Ratings & 2 Reviews,",Delightful,Wonderful",23% off,2,1,0,0.0,0,2,0,1
73,"ASUS ROG Strix G15 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) G513IH-HN086T Gaming Laptop  (15.6 inch, Eclipse Gray, 2.10 Kg)","₹76,990","₹75,990",4.5,172 Ratings & 17 Reviews,",Classy product,Good choice,Fabulous!,Useless product,Mind-blowing purchase,Perfect product!,Great product,Must buy!,Good choice,Great product",1% off,121,31,8,1.0,11,7,1,3
74,"Infinix INBook X1 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop  (14 inch, Noble Red, 1.48 kg)","₹49,999","₹29,990",4.3,"4,449 Ratings & 826 Reviews",",Best in the market!,Perfect product!,Best in the market!,Classy product,Very Good,Excellent,Nice product,Good,Super!,Excellent",40% off,"2,743",996,276,77.0,357,10,0,1
75,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15IHU6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 kg)","₹76,890","₹50,990",4.6,0,,33% off,"2,743",996,276,77.0,357,0,0,0
76,"ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FX506LH-HN258WS Gaming Laptop  (15.6 Inch, Black Plastic, 2.30 Kg, With MS Office)","₹77,990","₹59,990",4.5,238 Ratings & 22 Reviews,",Perfect product!,Delightful,Perfect product!,Classy product,Really Nice,Super!,Mind-blowing purchase,Brilliant,Classy product,Super!",23% off,152,64,9,4.0,9,9,0,2
77,"acer Aspire 3 Dual Core 3020e - (4 GB/256 GB SSD/Windows 11 Home) A314-22 Laptop  (14 Inch, Charcoal Black, 1.9 kg)","₹34,999","₹24,990",4.1,190 Ratings & 23 Reviews,",Wonderful,Delightful,Excellent,Simply awesome,Perfect product!,Worth the money,Expected a better product,Did not meet expectations,Worth the money,Mind-blowing purchase",28% off,103,45,13,9.0,20,8,0,3
78,"HP Pavilion x360 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0186TU 2 in 1 Laptop  (14 inch, Natural Silver, 1.52 kg, With MS Office)","₹69,267","₹53,985",4.5,97 Ratings & 8 Reviews,",Very Good,Mind-blowing purchase,Wonderful,Just okay,Worst experience ever!,Really Nice,Simply awesome,Nice product",22% off,64,23,5,1.0,4,6,1,2
79,"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","₹1,53,490","₹1,15,990",4.1,32 Ratings & 7 Reviews,",Value-for-money,Fabulous!,Perfect product!,Slightly disappointed,Decent product,Does the job",24% off,13,13,4,1.0,1,2,1,4
80,"DELL Inspiron Ryzen 7 Octa Core 5825U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Notebook  (15.6 Inch, Platinum Silver, 1.68 Kg, With MS Office)","₹85,550","₹62,690",4.6,"(11,311)",,26% off,13,13,4,1.0,1,0,0,0
81,"ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core 5500U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) KM513UA-L503WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹78,990","₹59,990",4.4,196 Ratings & 18 Reviews,",Mind-blowing purchase,Nice,Classy product,Terrific purchase,Must buy!,Worth every penny,Awesome,Worth the money,Mind-blowing purchase,Delightful",24% off,120,55,10,1.0,10,7,0,4
82,"ASUS VivoBook Ultra 14 (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X413EA-EB321WS Thin and Light Laptop  (14 inch, Cobalt Blue, 1.40 kg, With MS Office)","₹56,990","₹41,990",4.4,"2,553 Ratings & 378 Reviews",",BEST OPTION UNDER 45000.,Classy product,Just wow!,Excellent,Classy product,Super!,Really Nice,Simply awesome,Great product,Good choice",26% off,"1,603",687,131,37.0,95,10,0,1
83,"Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ITH6H Gaming Laptop  (16 inch, Stingray, With MS Office)","₹2,24,490","₹1,57,990",4.6,10 Ratings & 0 Reviews,,29% off,6,4,0,0.0,0,0,0,0
84,"DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3401 Thin and Light Laptop  (14 inch, Dune, 1.58 Kg, With MS Office)","₹60,541","₹41,859",4.1,21 Ratings & 2 Reviews,",Classy product",30% off,9,8,2,1.0,1,1,0,1
85,"Lenovo APU Dual Core A9 A99425 - (4 GB/1 TB HDD/Windows 10) E41-45 Notebook  (14 inch, Black, 2.2 Kg)","₹28,000","₹26,990",3.7,104 Ratings & 16 Reviews,",Wonderful,Value-for-money,Don't waste your money,very bad quality, even slower then 10years old laptop.,Hated it!,Absolute rubbish!,Expected a better product,Fair,Excellent,Very Good",3% off,45,25,11,5.0,18,6,2,4
86,"acer Aspire 3 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 11 Home) A315-58 Thin and Light Laptop  (15.6 inch, Pure Silver, 1.7 kg)","₹50,000","₹32,999",4.1,40 Ratings & 4 Reviews,",Perfect product!,Worth every penny,Very poor,Good quality product",34% off,22,10,3,1.0,4,3,1,1
87,"Lenovo Core i3 11th Gen - (4 GB/1 TB HDD/DOS) V15 ITL G2 Thin and Light Laptop  (15 inch, Black, 1.7 kg)","₹45,832","₹33,990",3.5,167 Ratings & 24 Reviews,",Review after 10 Days of Usage (With BIOS Settings),Great product,Value-for-money,Pretty good,Best in the market!,Did not meet expectations,Waste of money!,Utterly Disappointed,Absolute rubbish!,Unsatisfactory",25% off,67,33,20,12.0,35,3,2,6
88,"acer Aspire Vero(Green PC ) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) AV15-51 Thin and Light Laptop  (15.6 inch, Volcano Gray, 1.8 kg, With MS Office)","₹65,000","₹60,990",5.0,1 Ratings & 1 Reviews,",Awesome, Excellent Good Cause too",6% off,1,0,0,0.0,0,2,0,1
89,"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H700UYIN | 82H701DMIN | 82H700V2IN Thin and Light Laptop  (14 Inch, Arctic Grey, With MS Office)","₹59,990","₹40,990",4.4,39 Ratings & 1 Reviews,",Very Good",31% off,29,5,0,1.0,4,1,0,1
90,"ASUS VivoBook Flip 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC512WS 2 in 1 Laptop  (14 Inch, Indie Black, 1.50 Kg, With MS Office)","₹82,990","₹63,990",4.8,5 Ratings & 0 Reviews,,22% off,4,1,0,0.0,0,0,0,0
91,"Lenovo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) V14 ITL G2 Thin and Light Laptop  (14 inch, Iron Grey, 1.6 kg, With MS Office)","₹66,470","₹54,990",4.4,13 Ratings & 1 Reviews,",Nice product",17% off,6,6,1,0.0,0,1,0,1
92,"ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K513EA-L312WS Thin and Light Laptop  (15.6 inch, Indie Black, 1.80 kg, With MS Office)","₹64,990","₹45,490",4.4,314 Ratings & 49 Reviews,",Brilliant,Highly recommended,Nice,Classy product,Classy product,Best in the market!,Wonderful,Mind-blowing purchase,Mind-blowing purchase,Super!",30% off,204,75,13,7.0,15,8,0,3
93,"ASUS Vivobook 15 Ryzen 3 Dual Core AMD Ryzen™ 3 3250U - (8 GB/512 GB SSD/Windows 11 Home) M515DA-BQ332WS Laptop  (15.6 inch, Transparent Silver, 1.8 kg, With MS Office)","₹46,990","₹34,990",4.0,3 Ratings & 1 Reviews,,25% off,1,1,1,0.0,0,0,0,0
94,"Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14IML05 Thin and Light Laptop  (14 inch, Platinum Grey, With MS Office)","₹57,990","₹33,490",4.2,397 Ratings & 51 Reviews,",Good quality product,Worth every penny,Wonderful,Wonderful,Not good,Perfect product!,Highly recommended,Perfect product!,Worth the money,Fair",42% off,220,112,34,6.0,25,9,1,1
95,"HP 14s Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s- ER0503TU Thin and Light Laptop  (14 Inch, Natural Silver, 1.49 KG, With MS Office)","₹77,996","₹49,999",4.1,35 Ratings & 5 Reviews,",Good,Nice product,Expected a better product,Excellent,Terrific",35% off,17,11,3,2.0,2,5,0,1
96,"ASUS Vivobook 14 Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X415EA-EB372WS Thin and Light Laptop  (14.1 inch, Transparent Silver, 1.6 kg, With MS Office)","₹57,990","₹38,990",4.1,134 Ratings & 15 Reviews,",Wonderful,Brilliant,Brilliant,Terrific,Must buy!,Very Good,Good,Very Good,Pretty good,Terrific purchase",32% off,66,44,8,4.0,12,9,0,2
97,"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10) INSPIRON 3505 Laptop  (15.6 inches, Soft Mint, 1.83 kg, With MS Office)","₹52,283","₹40,190",4.3,585 Ratings & 60 Reviews,",Best in the market!,Brilliant,Mind-blowing purchase,Brilliant,Nice product,Brilliant,Great product,Brilliant,Worth every penny,Best in the market!",23% off,356,137,43,11.0,38,9,0,2
98,"ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 1650/120 Hz) GV301QH-K6461TS 2 in 1 Gaming Laptop  (13.4 inch, Off-Black, 1.30 Kg, With MS Office)","₹1,88,990","₹1,19,990",4.6,0,,36% off,356,137,43,11.0,38,0,0,0
99,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15IHU6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 kg)","₹76,890","₹50,990",4.6,0,,33% off,356,137,43,11.0,38,0,0,0
100,"HP Pavilion Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-EG2009TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)","₹74,414","₹64,490",4.4,10 Ratings & 2 Reviews,",Wonderful,Wonderful",13% off,7,2,0,0.0,1,2,0,1
101,"DELL Inspiron Core i5 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)","₹71,578","₹56,990",3.6,7 Ratings & 1 Reviews,,20% off,2,2,1,2.0,0,0,0,0
102,"acer Extensa 15 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 11 Home) EX215-54 Thin and Light Laptop  (15.6 inch, Charcoal Black, 1.7 kg)","₹55,000","₹30,990",4.2,33 Ratings & 5 Reviews,",Fair,Not recommended at all,Best in the market!,Great product,Brilliant",43% off,18,9,2,1.0,3,4,1,1
103,"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","₹1,53,490","₹1,15,990",4.1,32 Ratings & 7 Reviews,",Value-for-money,Fabulous!,Perfect product!,Slightly disappointed,Decent product,Does the job",24% off,13,13,4,1.0,1,2,1,4
104,"ASUS VivoBook 15 (2022) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) X515EA-EJ502TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹70,990","₹50,990",4.3,"1,677 Ratings & 168 Reviews",",Pretty good,Terrific purchase,Super!,Does the job,Super!,Worth every penny,Excellent,Wonderful,Terrific purchase,Nice",28% off,984,435,123,34.0,101,9,0,2
105,"DELL Inspiron Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10) Inspiron 3511 Thin and Light Laptop  (15.6 inch, Accent Black, 1.85 kg, With MS Office)","₹55,534","₹43,790",3.9,57 Ratings & 3 Reviews,",Worth every penny,Worth the money,Simply awesome",21% off,29,13,5,0.0,10,3,0,1
106,"Lenovo IdeaPad 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15IML05 Thin and Light Laptop  (15.6 Inch, Platinum Grey, 1.7 kg, With MS Office)","₹64,290","₹48,700",4.1,228 Ratings & 20 Reviews,",Horrible,Brilliant,Fabulous!,Excellent,Does the job,Not good,Good,Wonderful,Worst experience ever!,Nice product",24% off,120,69,12,6.0,21,6,3,2
107,"Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ITH6H Gaming Laptop  (16 inch, Stingray, With MS Office)","₹2,24,490","₹1,57,990",4.6,10 Ratings & 0 Reviews,,29% off,6,4,0,0.0,0,0,0,0
108,"ASUS VivoBook K15 OLED (2022) Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home) K513EA-L523WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹85,990","₹64,990",4.6,39 Ratings & 10 Reviews,",Simply awesome,Just wow!,Terrific,Terrific,Brilliant,Really Nice,Delightful,Just wow!,Worth every penny",24% off,30,6,1,0.0,2,9,0,1
109,"DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 10) Vostro 3401 Thin and Light Laptop  (14 Inch, Dune, 1.58 KG, With MS Office)","₹49,826","₹41,150",3.9,39 Ratings & 7 Reviews,",Fair,Absolute rubbish!,Highly recommended,Worth every penny,Nice product,Best in the market!,Could be way better",17% off,20,8,5,1.0,5,6,0,2
110,"HP Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) 14s-dq3033tu Thin and Light Laptop  (14 inch, Jet Black, 1.46 kg, With MS Office)","₹39,288","₹31,638",4.2,146 Ratings & 16 Reviews,",Wonderful,Awesome,Awesome,Fabulous!,Perfect product!,Mind-blowing purchase,Just okay,Delightful,Terrible product,Great product",19% off,80,38,11,6.0,11,8,1,2
111,"Infinix X1 Slim Series Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop  (14 Inch, Cosmic Blue, 1.24 kg)","₹59,999","₹39,990",4.2,87 Ratings & 22 Reviews,",Super!,Wonderful,Great product,Must buy!,Delightful,Mind-blowing purchase,Awesome,Fabulous!",33% off,46,28,4,1.0,8,6,0,3
112,"Infinix X1 Slim Series Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop  (14 inch, Noble Red, 1.24 kg)","₹49,999","₹29,990",4.2,246 Ratings & 61 Reviews,",Nice product,Highly recommended,Terrific purchase,Fabulous!,Highly recommended,Decent Buy,Simply awesome,Brilliant,Just wow!,Excellent",40% off,145,53,18,7.0,23,9,0,2
113,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s-ef1001tu Thin and Light Laptop  (14 Inch, Natural Silver, 1.49 Kg, With MS Office)","₹81,684","₹54,490",4.2,13 Ratings & 1 Reviews,",Fabulous!",33% off,8,3,0,1.0,1,1,0,1
114,"DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 10) Inspiron 3515 Thin and Light Laptop  (15.6 inch, Carbon, 1.85 kg, With MS Office)","₹56,573","₹44,590",3.9,300 Ratings & 27 Reviews,",Worth the money,Brilliant,Fabulous!,Delightful,Best in the market!,Waste of money!,Horrible,Best in the market!,Terrific purchase,Utterly Disappointed",21% off,152,67,35,5.0,41,7,3,1
115,"HP Pavilion Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 15-eh2024AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With MS Office)","₹75,556","₹61,490",3.9,9 Ratings & 2 Reviews,",Simply awesome,Simply awesome",18% off,3,4,1,0.0,1,2,0,1
116,"DELL Inspiron Core i5 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10) Inspiron 3501 Thin and Light Laptop  (14.9 Inch, Accent Black, 1.83 KG, With MS Office)","₹60,078","₹56,890",4.2,50 Ratings & 6 Reviews,",Just wow!,Perfect product!,Good,Fabulous!,Useless product,Mind-blowing purchase",5% off,27,13,5,1.0,4,4,1,2
117,"HP Pavilion Aero Ryzen 5 Hexa Core 5600U - (16 GB/512 GB SSD/Windows 10 Home) 13-BE0030AU Thin and Light Laptop  (13.3 inch, Natural Silver, 0.97 kg, With MS Office)","₹89,992","₹64,488",4.4,129 Ratings & 21 Reviews,",Must buy!,Best in the market!,Value-for-money,Terrific purchase,Must buy!,Delightful,Good,Terrific purchase,Pretty good,Must buy!",28% off,87,25,5,0.0,12,6,0,5
118,"acer Aspire 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-56 Thin and Light Laptop  (15.6 Inch, Pure Silver, 1.65 kg, With MS Office)","₹64,999","₹50,990",4.4,59 Ratings & 8 Reviews,",Classy product,Brilliant,Terrific purchase,Simply awesome,Highly recommended,Value-for-money,Terrific purchase,Nice",21% off,37,15,4,1.0,2,7,0,2
119,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","₹63,020","₹50,999",4.2,37 Ratings & 3 Reviews,",Perfect product!,Worth every penny,Nice",19% off,20,9,5,1.0,2,3,0,1
120,"DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 5410 2 in 1 Laptop  (14 inch, Platinum Silver, 1.5 kg, With MS Office)","₹1,06,082","₹79,590",4.6,(51),,24% off,20,9,5,1.0,2,0,0,0
121,"ASUS VivoBook 14 (2021) Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) M415DA-EB712WS Thin and Light Laptop  (14 inch, Transparent Silver, 1.60 kg, With MS Office)","₹57,990","₹39,990",4.5,29 Ratings & 3 Reviews,",Terrific purchase,Awesome,Super!",31% off,18,9,1,0.0,1,3,0,1
122,"ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX363EA-HP702WS Thin and Light Laptop  (13.3 Inch, Pine Grey, 1.30 Kg, With MS Office)","₹1,59,288","₹1,04,990",4.6,(4),,34% off,18,9,1,0.0,1,0,0,0
123,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15IHU6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 kg)","₹76,890","₹50,990",4.6,0,,33% off,18,9,1,0.0,1,0,0,0
124,"DELL Vostro Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10) Vostro 3405 Thin and Light Laptop  (14 inches, Dune, 1.58 kg, With MS Office)","₹61,740","₹49,890",4.7,7 Ratings & 2 Reviews,",Really Nice,Excellent",19% off,5,2,0,0.0,0,2,0,1
125,"HP Pavilion Aero Ryzen 5 Hexa Core 5600U - (16 GB/512 GB SSD/Windows 10 Home) 13-BE0030AU Thin and Light Laptop  (13.3 inch, Natural Silver, 0.97 kg, With MS Office)","₹89,992","₹64,488",4.4,129 Ratings & 21 Reviews,",Must buy!,Best in the market!,Value-for-money,Terrific purchase,Must buy!,Delightful,Good,Terrific purchase,Pretty good,Must buy!",28% off,87,25,5,0.0,12,6,0,5
126,"acer Aspire 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-56 Thin and Light Laptop  (15.6 Inch, Pure Silver, 1.65 kg, With MS Office)","₹64,999","₹50,990",4.4,59 Ratings & 8 Reviews,",Terrific purchase,Classy product,Brilliant,Simply awesome,Highly recommended,Value-for-money,Terrific purchase,Nice",21% off,37,15,4,1.0,2,7,0,2
127,"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","₹1,53,490","₹1,15,990",4.1,32 Ratings & 7 Reviews,",Value-for-money,Fabulous!,Perfect product!,Slightly disappointed,Decent product,Does the job",24% off,13,13,4,1.0,1,2,1,4
128,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","₹63,020","₹50,999",4.2,37 Ratings & 3 Reviews,",Perfect product!,Worth every penny,Nice",19% off,20,9,5,1.0,2,3,0,1
129,"ASUS Zenbook 14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-KM731WS Thin and Light Laptop  (14 inch, Ponder Blue, 1.39 kg, With MS Office)","₹1,28,990","₹1,04,990",5.0,6 Ratings & 2 Reviews,",Terrific",18% off,6,0,0,0.0,0,1,0,1
130,"HP Pavilion Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX GTX 1650) 15-ec2008AX Gaming Laptop  (15.6 Inch, Shadow Black, 1.98 Kg, With MS Office)","₹73,544","₹59,990",4.4,5 Ratings & 1 Reviews,,18% off,2,3,0,0.0,0,0,0,0
131,"Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ITH6H Gaming Laptop  (16 inch, Stingray, With MS Office)","₹2,24,490","₹1,57,990",4.6,10 Ratings & 0 Reviews,,29% off,6,4,0,0.0,0,0,0,0
